row,col,x,y,year,gmm_full_k3,gmm_full_k4,gmm_full_k5,gmm_full_k6,gmm_full_k7,gmm_full_k8,gmm_full_k9,gmm_full_k10,gmm_full_k11,gmm_full_k12,gmm_full_k13,gmm_full_k14,gmm_full_k15,gmm_full_k16,gmm_full_k17,gmm_full_k18,gmm_full_k19,gmm_full_k20,gmm_diag_k3,gmm_diag_k4,gmm_diag_k5,gmm_diag_k6,gmm_diag_k7,gmm_diag_k8,gmm_diag_k9,gmm_diag_k10,gmm_diag_k11,gmm_diag_k12,gmm_diag_k13,gmm_diag_k14,gmm_diag_k15,gmm_diag_k16,gmm_diag_k17,gmm_diag_k18,gmm_diag_k19,gmm_diag_k20
2800,700,597331.5,3508315.5,2023,1,2,1,0,0,5,7,8,8,5,0,2,3,2,6,15,1,1,0,2,1,4,2,2,3,6,4,1,8,4,7,7,6,15,3,12
2795,735,597436.5,3508330.5,2023,1,2,1,0,0,0,5,4,9,1,12,10,11,11,1,6,13,5,0,2,1,0,2,2,1,3,4,11,10,1,11,1,6,1,10,19
2806,776,597559.5,3508297.5,2023,1,2,0,2,1,2,0,4,9,1,11,10,11,6,8,1,13,5,0,2,1,0,2,1,6,1,2,2,1,8,0,12,8,17,18,0
2811,784,597583.5,3508282.5,2023,1,2,1,0,1,0,5,4,9,1,11,10,11,6,1,1,13,5,0,2,1,0,0,1,1,3,6,11,10,1,6,6,7,1,10,13
2803,819,597688.5,3508306.5,2023,1,2,1,2,1,2,0,0,9,1,11,10,6,11,11,6,13,9,0,2,1,0,2,1,6,1,2,2,1,8,0,12,8,17,18,0
2805,857,597802.5,3508300.5,2023,0,0,2,2,1,2,0,0,1,0,6,12,0,13,7,13,9,18,2,3,3,1,4,0,5,4,2,7,1,3,3,9,11,4,1,8
2801,870,597841.5,3508312.5,2023,0,0,2,2,1,2,0,0,1,0,6,12,0,13,7,13,9,18,2,2,3,1,4,0,6,4,2,7,1,3,3,9,11,4,1,8
2801,913,597970.5,3508312.5,2023,0,0,2,5,1,4,6,5,1,8,8,12,0,10,7,13,17,0,2,3,2,1,4,0,5,4,9,7,2,10,3,10,11,2,1,11
2819,937,598042.5,3508258.5,2023,0,0,2,2,1,2,0,0,1,0,8,12,0,10,7,13,17,0,2,3,3,1,4,0,5,4,9,7,2,10,3,10,11,2,1,8
2798,989,598198.5,3508321.5,2023,0,0,2,2,1,2,0,0,1,0,6,12,0,13,7,13,9,18,2,3,3,1,4,0,5,4,9,7,2,10,3,10,11,4,1,8
2792,997,598222.5,3508339.5,2023,0,0,2,2,1,2,0,0,1,0,6,12,0,13,7,13,9,18,2,3,3,1,4,0,5,4,9,7,2,10,3,10,11,4,1,8
2795,1049,598378.5,3508330.5,2023,0,2,1,2,1,2,0,0,1,0,6,8,0,13,11,13,9,18,2,3,3,1,4,0,6,1,2,2,1,3,3,9,11,4,1,8
2813,1073,598450.5,3508276.5,2023,0,3,4,3,3,2,0,9,10,2,5,9,12,9,13,13,6,14,2,3,3,1,4,0,5,4,2,7,2,10,3,10,11,4,1,8
2790,1101,598534.5,3508345.5,2023,1,2,0,2,1,2,0,0,1,0,6,8,6,13,11,6,9,9,0,2,3,0,4,1,6,1,2,2,1,8,0,12,8,17,1,8
2818,1127,598612.5,3508261.5,2023,1,2,1,0,0,5,7,8,8,5,0,8,6,2,11,6,1,9,0,2,1,0,2,1,3,6,2,1,1,8,0,12,8,17,18,0
2818,1143,598660.5,3508261.5,2023,1,2,1,0,0,5,7,8,8,5,0,2,3,2,6,6,1,9,0,2,1,0,2,1,6,1,2,2,1,8,0,12,8,17,18,0
2796,1174,598753.5,3508327.5,2023,1,2,1,2,1,2,0,0,10,2,5,8,12,9,13,10,6,14,0,2,3,0,4,1,6,1,2,2,1,3,0,9,15,4,5,8
2790,1216,598879.5,3508345.5,2023,1,2,0,2,1,2,0,0,9,1,6,8,6,13,11,6,9,9,0,2,3,0,0,1,6,1,2,2,1,8,0,12,8,17,18,0
2819,1255,598996.5,3508258.5,2023,1,2,1,2,0,2,7,8,8,5,0,2,3,2,13,10,6,6,0,2,1,0,2,2,1,3,4,11,8,5,4,11,16,6,9,7
2813,1277,599062.5,3508276.5,2023,1,0,0,2,1,2,0,0,1,0,6,12,0,13,7,13,9,18,0,2,3,0,4,1,6,1,2,2,5,3,10,9,15,4,5,8
2804,1291,599104.5,3508303.5,2023,1,0,0,2,1,2,0,0,1,0,6,8,6,13,7,13,9,18,0,2,3,0,0,1,6,1,2,2,5,3,10,9,15,4,5,8
2800,1336,599239.5,3508315.5,2023,0,0,2,4,1,4,6,3,4,7,3,12,0,4,7,13,18,0,0,2,3,1,4,1,6,1,6,2,5,3,10,9,15,4,5,14
2808,1374,599353.5,3508291.5,2023,1,2,2,2,1,2,0,0,1,0,6,8,6,13,7,13,9,18,0,2,3,1,4,1,6,1,2,2,1,3,0,9,11,4,1,8
2810,1394,599413.5,3508285.5,2023,1,2,1,2,1,2,0,8,8,5,0,8,6,11,13,6,1,9,0,2,3,0,0,1,6,1,6,2,1,3,0,12,8,17,18,0
2795,1436,599539.5,3508330.5,2023,1,2,1,0,0,5,5,4,9,1,12,11,10,11,16,3,3,15,0,0,4,5,0,6,7,7,10,4,7,11,9,14,9,14,17,1
2814,1443,599560.5,3508273.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,11,6,3,3,3,0,2,1,4,0,2,1,3,10,4,10,1,11,1,7,1,17,19
2812,1478,599665.5,3508279.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,0,1,4,1,4,0,5,0,8,4,13,1,1,0,10,4,16
2811,1500,599731.5,3508282.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,4,1,4,0,5,0,8,4,13,1,15,0,10,4,16
2803,1539,599848.5,3508306.5,2023,1,2,1,0,6,0,5,4,9,1,11,10,11,6,1,1,13,5,0,2,1,0,0,2,1,3,10,11,10,1,11,1,16,1,10,19
2809,1562,599917.5,3508288.5,2023,1,2,1,0,6,0,5,4,9,1,12,10,11,6,1,6,13,5,0,2,1,0,0,2,1,3,10,11,10,1,11,1,7,1,10,13
2806,1615,600076.5,3508297.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,2,1,4,2,2,3,6,0,8,4,4,11,1,0,1,4,19
2815,1622,600097.5,3508270.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,2,1,4,1,2,3,6,0,8,4,13,1,15,0,10,4,16
2818,1669,600238.5,3508261.5,2023,1,2,1,0,0,5,7,4,5,6,12,2,3,11,6,15,3,3,0,2,1,4,2,2,3,6,4,11,8,4,11,1,6,1,10,19
2800,1702,600337.5,3508315.5,2023,1,0,0,2,1,2,0,0,9,1,11,8,6,13,1,10,9,5,0,2,3,0,0,1,6,1,6,2,5,1,10,6,7,7,0,14
2800,1722,600397.5,3508315.5,2023,0,0,2,4,4,4,6,3,4,7,3,0,14,4,0,8,0,12,0,2,3,1,4,0,6,1,6,2,5,6,10,6,15,7,0,14
2809,1767,600532.5,3508288.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,11,16,3,3,3,0,2,1,4,0,2,1,3,10,11,10,1,11,1,7,1,10,19
2797,1771,600544.5,3508324.5,2023,1,2,0,2,1,2,0,0,9,0,6,8,6,13,1,10,9,6,0,2,1,0,0,2,1,3,6,11,10,1,6,6,7,7,0,13
2804,1809,600658.5,3508303.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,4,1,4,0,5,0,8,4,13,9,14,0,14,17,4
2819,1859,600808.5,3508258.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,4,1,6,0,5,10,4,4,13,9,14,0,14,17,4
2815,1879,600868.5,3508270.5,2023,1,2,1,0,6,0,5,4,5,6,12,11,10,3,16,3,3,3,0,0,4,5,1,4,0,5,0,0,9,13,1,15,1,10,4,16
2795,1912,600967.5,3508330.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,0,1,4,1,2,1,3,10,4,4,4,9,14,0,14,17,4
2791,1933,601030.5,3508342.5,2023,1,2,0,2,1,2,0,0,9,1,11,10,6,6,1,10,13,5,0,2,1,0,0,2,1,3,10,11,10,1,6,6,7,7,0,13
2802,1970,601141.5,3508309.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,11,1,6,13,3,0,2,1,4,2,2,1,3,10,11,10,4,11,1,6,1,10,19
2815,2000,601231.5,3508270.5,2023,1,2,1,0,0,5,5,4,9,6,12,8,6,3,1,6,13,3,0,2,1,4,2,2,1,3,10,11,10,4,11,1,16,1,10,19
2807,2022,601297.5,3508294.5,2023,1,2,1,0,1,2,0,0,9,0,6,8,6,13,1,6,9,9,0,2,1,0,0,1,6,1,6,2,1,8,0,12,8,17,18,7
2814,2053,601390.5,3508273.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,11,1,6,3,3,0,2,1,4,2,2,1,3,10,11,8,4,11,1,16,1,10,19
2793,2075,601456.5,3508336.5,2023,1,2,1,0,0,0,5,4,5,6,12,11,10,3,16,3,3,3,0,0,1,4,1,4,0,5,0,8,4,13,1,15,0,14,4,16
2810,2125,601606.5,3508285.5,2023,1,0,0,4,4,6,2,3,7,11,1,3,9,12,3,9,11,13,1,0,4,5,6,6,7,7,8,10,7,11,12,14,9,8,16,17
2813,2150,601681.5,3508276.5,2023,1,2,1,0,0,5,7,4,9,6,12,11,10,11,1,3,1,3,0,2,1,4,0,2,1,3,10,11,10,5,11,1,16,1,10,19
2796,2169,601738.5,3508327.5,2023,1,2,1,0,0,5,7,8,8,6,12,2,3,11,6,3,1,3,0,2,1,4,2,2,3,6,0,8,4,4,11,1,0,1,4,19
2810,2201,601834.5,3508285.5,2023,1,2,1,0,0,5,7,8,8,5,12,2,3,3,6,15,3,3,0,0,1,4,1,4,3,6,0,8,4,13,1,15,0,15,4,16
2810,2239,601948.5,3508285.5,2023,1,2,1,2,0,2,7,8,8,5,0,8,6,11,1,6,1,9,0,2,1,0,0,2,1,3,6,11,10,5,4,11,16,6,9,7
2818,2276,602059.5,3508261.5,2023,0,3,4,3,3,1,3,6,2,4,9,6,5,8,10,12,15,8,1,1,0,3,5,5,4,0,7,3,3,9,8,4,14,3,13,15
2792,2304,602143.5,3508339.5,2023,1,2,1,2,1,2,7,8,8,5,0,8,3,2,1,10,1,9,0,2,1,0,2,1,1,3,4,11,8,8,0,12,16,6,18,7
2809,2323,602200.5,3508288.5,2023,1,2,1,0,6,0,5,9,5,6,5,8,6,3,13,10,6,6,0,0,4,5,0,6,1,3,10,9,12,5,4,11,16,6,9,1
2817,2364,602323.5,3508264.5,2023,1,2,1,0,0,5,7,8,8,5,0,2,3,11,1,6,1,9,0,2,1,0,0,2,1,3,4,11,10,1,11,1,16,1,10,7
2800,2397,602422.5,3508315.5,2023,0,3,4,3,3,2,0,9,10,2,5,9,12,9,13,12,6,14,0,2,3,0,5,1,4,0,7,9,12,9,4,8,14,12,13,15
2815,2400,602431.5,3508270.5,2023,1,2,1,0,0,5,7,8,8,5,12,11,10,11,1,6,1,9,0,2,1,0,2,2,1,3,4,11,10,5,11,1,16,1,10,7
2798,2458,602605.5,3508321.5,2023,1,2,1,2,1,2,0,0,9,1,11,10,11,11,1,10,6,6,0,2,3,0,0,1,6,1,6,2,5,3,0,9,15,6,5,7
2808,2480,602671.5,3508291.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,2,1,4,2,2,3,6,4,8,8,4,7,7,6,15,3,12
2796,2491,602704.5,3508327.5,2023,1,2,1,0,0,5,7,8,8,5,0,2,3,11,6,15,1,3,0,2,1,4,2,2,3,6,4,1,8,4,7,7,6,15,3,12
2794,2528,602815.5,3508333.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,11,1,3,3,3,0,2,1,4,2,2,3,6,10,8,12,5,4,11,16,15,9,19
2805,2578,602965.5,3508300.5,2023,0,2,1,2,1,2,0,9,10,1,11,10,11,11,13,10,6,6,0,2,3,0,0,6,7,3,6,9,5,3,4,11,15,6,5,7
2791,2580,602971.5,3508342.5,2023,1,2,1,0,0,5,5,4,9,1,11,10,11,11,8,6,13,5,0,2,3,0,0,1,1,3,6,4,10,1,6,6,7,7,0,13
2794,2610,603061.5,3508333.5,2023,1,0,2,2,1,2,0,0,1,0,6,12,0,14,7,13,18,18,0,2,3,1,4,1,6,1,2,2,1,3,0,9,11,4,1,8
2798,2647,603172.5,3508321.5,2023,0,3,4,3,3,1,3,9,10,2,5,9,12,9,13,12,6,14,1,1,0,3,5,5,4,0,7,9,12,9,4,8,14,9,13,3
2800,2680,603271.5,3508315.5,2023,0,3,4,3,3,1,3,6,10,2,5,9,12,9,13,12,6,14,1,1,0,3,5,5,4,0,7,3,3,9,8,8,14,12,13,15
2818,2716,603379.5,3508261.5,2023,1,2,1,2,1,2,0,0,9,1,11,10,11,6,1,6,13,5,0,2,3,0,0,1,6,1,6,2,5,3,10,6,15,7,5,14
2807,2757,603502.5,3508294.5,2023,1,2,1,0,6,0,5,4,9,1,11,10,11,6,16,3,13,3,0,0,1,4,1,4,0,5,0,8,4,13,1,15,0,10,4,16
2796,2769,603538.5,3508327.5,2023,1,2,0,2,6,0,2,3,9,1,11,10,11,6,8,1,13,5,0,2,1,4,0,2,1,3,10,11,10,1,11,1,7,1,10,19
2819,2797,603622.5,3508258.5,2023,1,2,1,2,6,0,5,4,9,1,11,10,11,6,1,1,13,5,0,2,1,0,0,2,1,3,6,11,10,1,11,1,7,1,10,19
2819,2826,603709.5,3508258.5,2023,1,2,1,2,1,2,0,0,9,1,11,10,11,6,1,10,13,5,0,2,3,0,0,1,6,1,6,2,5,3,6,6,15,7,5,13
2805,2871,603844.5,3508300.5,2023,1,2,1,2,1,2,0,0,9,1,11,10,11,6,1,1,13,5,0,2,3,0,0,1,1,3,6,4,10,1,6,6,7,7,0,13
2796,2904,603943.5,3508327.5,2023,1,2,0,2,6,0,2,4,9,1,11,10,11,6,8,1,13,5,0,2,1,0,2,2,1,3,10,11,10,1,11,1,16,1,10,19
2806,2936,604039.5,3508297.5,2023,1,2,1,0,6,0,5,4,9,1,11,10,11,6,1,1,13,5,0,0,1,4,1,4,0,5,10,8,4,13,1,1,0,10,4,16
2790,2969,604138.5,3508345.5,2023,1,2,0,2,6,0,2,3,9,1,11,10,11,6,8,1,13,5,0,2,1,0,0,2,1,3,4,11,10,1,11,1,7,1,10,19
2806,2985,604186.5,3508297.5,2023,1,2,1,2,1,0,5,4,9,1,11,10,11,6,8,1,13,5,0,2,1,0,0,1,1,3,6,11,10,1,6,6,7,7,0,13
2793,3029,604318.5,3508336.5,2023,1,0,0,2,1,2,0,0,9,1,11,10,11,6,8,1,17,5,0,2,3,0,4,1,6,1,2,2,1,8,0,12,8,17,18,8
2794,3052,604387.5,3508333.5,2023,1,2,0,2,1,2,0,0,9,1,11,10,11,6,8,1,13,5,0,2,3,0,2,1,6,1,2,2,1,8,0,12,8,17,18,0
2812,3081,604474.5,3508279.5,2023,1,2,1,0,6,0,5,4,9,1,12,10,11,6,1,3,13,5,0,2,1,4,0,2,1,3,10,11,10,1,11,1,7,1,10,19
2795,3108,604555.5,3508330.5,2023,1,0,0,2,1,2,0,0,9,1,11,10,11,6,8,1,13,5,0,0,4,5,0,6,7,7,8,4,7,11,9,14,4,8,17,4
2816,3149,604678.5,3508267.5,2023,1,2,0,2,1,0,0,3,9,1,11,10,11,6,8,1,13,5,0,2,1,0,0,1,1,3,6,11,10,1,6,6,7,7,0,13
2809,3155,604696.5,3508288.5,2023,1,2,0,2,1,2,0,0,9,1,11,10,11,6,8,1,13,5,0,2,3,0,0,1,6,1,6,2,10,1,6,6,7,7,0,13
2793,3182,604777.5,3508336.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,11,1,3,1,3,0,2,1,4,2,2,3,6,10,8,4,4,11,1,0,1,10,19
2816,3220,604891.5,3508267.5,2023,1,2,1,2,1,2,0,0,9,1,11,10,6,11,1,6,13,5,0,2,3,0,0,1,6,1,6,2,5,3,10,6,15,7,0,14
2795,3253,604990.5,3508330.5,2023,1,2,1,0,0,5,7,4,9,1,12,10,3,11,1,6,13,5,0,2,3,0,0,1,6,1,6,2,10,1,6,6,7,7,0,13
2815,3286,605089.5,3508270.5,2023,1,2,1,0,0,5,5,4,9,6,12,10,11,6,6,1,13,5,0,2,1,0,0,1,1,3,6,11,10,1,6,6,7,7,10,13
2807,3321,605194.5,3508294.5,2023,1,2,1,0,0,5,5,3,9,1,11,10,11,6,8,1,12,5,0,2,3,0,0,1,1,3,6,4,10,1,6,6,7,7,0,13
2794,3332,605227.5,3508333.5,2023,1,0,0,2,1,4,0,3,9,7,11,10,11,6,8,1,17,5,0,2,1,0,0,1,1,3,6,11,10,1,6,6,7,1,10,13
2843,12,595267.5,3508186.5,2023,1,2,1,0,0,5,7,8,8,5,0,2,3,11,6,6,1,9,0,2,1,0,2,2,3,6,4,1,8,8,7,12,8,17,18,0
2823,36,595339.5,3508246.5,2023,1,2,1,2,1,2,0,0,1,0,6,8,6,13,11,10,9,18,0,2,3,0,4,1,6,1,2,2,1,3,0,9,8,4,1,8
2836,63,595420.5,3508207.5,2023,1,2,1,0,0,5,7,8,8,5,0,2,3,11,6,6,1,9,0,2,1,0,2,1,6,1,4,1,1,8,0,12,8,17,18,0
2834,119,595588.5,3508213.5,2023,1,2,1,0,0,5,7,8,8,5,0,2,3,11,1,6,1,9,0,2,1,0,2,2,3,6,4,11,8,8,11,12,6,1,10,0
2845,147,595672.5,3508180.5,2023,1,2,1,2,1,2,0,0,1,0,6,8,6,13,11,13,9,18,2,2,3,1,4,0,6,1,2,2,1,3,3,9,11,4,1,8
2833,177,595762.5,3508216.5,2023,1,2,1,2,0,2,0,0,1,0,6,8,6,13,11,6,9,9,0,2,3,0,4,1,6,1,2,2,1,8,0,12,8,17,18,8
2824,193,595810.5,3508243.5,2023,1,2,1,2,1,2,0,0,9,0,6,8,6,13,11,10,9,6,0,2,3,0,0,1,6,1,2,2,1,8,0,12,8,17,18,8
2844,235,595936.5,3508183.5,2023,1,2,1,2,0,2,7,8,8,5,6,8,6,13,11,6,1,9,0,2,3,0,2,1,6,1,2,2,1,8,0,12,8,17,18,0
2839,259,596008.5,3508198.5,2023,1,2,1,0,0,5,7,8,8,5,0,8,6,11,11,6,1,9,0,2,1,0,2,1,6,1,2,1,1,8,0,12,8,17,18,0
2835,274,596053.5,3508210.5,2023,1,2,0,2,1,2,0,0,1,2,5,8,6,14,13,10,6,6,0,2,1,0,0,2,1,3,10,9,12,5,4,11,16,6,9,7
2835,306,596149.5,3508210.5,2023,1,2,1,0,0,5,7,8,9,5,0,8,6,11,11,6,13,9,0,2,1,0,2,1,6,1,2,2,1,8,0,12,8,17,18,0
2826,358,596305.5,3508237.5,2023,1,2,1,0,0,5,7,8,8,5,0,2,3,2,11,6,1,9,0,2,1,0,2,1,3,6,4,1,8,8,0,12,8,17,18,0
2826,381,596374.5,3508237.5,2023,1,2,1,0,0,5,7,8,8,5,0,2,3,11,6,15,1,9,0,2,1,0,2,2,3,6,4,1,8,8,7,7,6,15,3,12
2843,410,596461.5,3508186.5,2023,1,2,1,2,1,2,0,0,1,0,6,12,0,13,7,13,9,18,0,2,3,1,4,1,6,1,2,2,1,3,0,9,11,4,1,8
2849,436,596539.5,3508168.5,2023,1,2,1,0,0,5,7,8,8,5,0,2,3,11,6,15,1,1,0,2,1,4,2,2,3,6,4,1,8,4,7,7,6,15,3,12
2844,468,596635.5,3508183.5,2023,1,2,1,0,0,5,7,8,8,5,0,2,3,11,6,15,1,9,0,2,1,0,2,2,3,6,4,1,8,4,7,7,6,15,3,0
2849,497,596722.5,3508168.5,2023,1,2,1,0,0,5,5,4,8,0,12,8,6,11,11,6,6,9,0,2,3,0,4,1,6,1,2,2,1,8,0,12,8,17,18,8
2839,534,596833.5,3508198.5,2023,0,0,2,2,1,2,0,0,1,0,6,12,0,13,7,13,9,18,2,2,3,1,4,0,6,1,2,2,1,3,3,9,11,4,1,8
2820,569,596938.5,3508255.5,2023,1,2,1,0,0,5,7,8,8,5,0,2,6,11,11,6,1,9,0,2,1,0,2,1,3,6,4,1,1,8,0,12,8,17,18,0
2820,578,596965.5,3508255.5,2023,1,2,1,0,0,2,0,0,1,0,6,8,6,11,11,6,9,9,0,2,3,0,4,1,6,1,2,2,1,8,0,12,8,17,18,8
2846,607,597052.5,3508177.5,2023,1,0,2,2,1,2,0,0,1,0,6,12,0,13,7,13,9,18,0,2,3,1,4,1,6,1,2,2,1,3,10,9,11,4,1,8
2838,635,597136.5,3508201.5,2023,0,0,2,2,1,2,0,0,1,0,6,12,0,13,7,13,18,18,0,2,3,1,4,1,6,1,2,2,1,3,0,9,11,4,1,8
2842,684,597283.5,3508189.5,2023,0,0,2,5,2,4,6,5,4,8,8,12,0,10,9,5,18,0,0,2,3,1,4,0,6,1,9,2,5,3,10,9,11,4,5,14
2836,703,597340.5,3508207.5,2023,1,2,1,0,0,5,5,4,9,1,12,10,11,6,1,3,13,5,0,2,1,0,0,2,1,3,10,11,10,5,11,1,16,14,10,19
2843,736,597439.5,3508186.5,2023,1,0,2,2,1,2,0,0,1,0,6,12,0,14,7,13,18,18,0,2,3,1,4,1,6,1,2,2,5,3,10,9,15,4,5,14
2831,767,597532.5,3508222.5,2023,0,0,2,2,1,2,0,0,1,0,6,12,0,13,7,13,9,18,0,2,3,0,4,1,6,1,2,2,1,3,0,9,11,4,1,8
2828,807,597652.5,3508231.5,2023,1,2,0,2,1,2,0,0,9,1,11,10,11,6,11,6,13,5,0,2,3,0,4,1,6,1,2,2,1,8,0,12,8,17,18,8
2839,833,597730.5,3508198.5,2023,0,0,2,5,1,4,6,5,1,8,8,12,0,10,7,13,17,0,2,3,2,1,4,0,5,4,9,7,2,10,3,10,11,2,1,11
2842,863,597820.5,3508189.5,2023,0,0,2,2,1,4,6,5,1,8,8,12,0,10,7,13,9,0,2,3,2,1,4,0,5,4,9,7,2,10,3,10,11,2,1,11
2843,872,597847.5,3508186.5,2023,0,0,2,2,1,4,6,0,1,0,6,12,0,13,7,13,9,18,2,3,3,1,4,0,5,4,9,7,2,10,3,10,11,4,1,8
2839,921,597994.5,3508198.5,2023,1,0,2,2,1,4,6,5,4,7,8,12,0,10,9,4,17,0,2,3,3,1,4,0,5,4,9,7,2,10,3,10,11,2,1,11
2836,948,598075.5,3508207.5,2023,0,0,2,2,1,2,0,0,1,0,8,12,0,10,7,13,17,0,2,3,3,1,4,0,5,4,9,7,2,10,3,10,11,2,1,8
2838,976,598159.5,3508201.5,2023,0,0,2,5,2,4,6,5,4,8,8,12,0,10,9,13,17,0,2,3,2,1,4,0,5,4,9,7,2,10,3,10,2,2,8,11
2844,1005,598246.5,3508183.5,2023,0,0,2,2,1,2,0,0,1,0,6,12,0,13,7,13,9,18,0,2,3,1,4,1,6,1,2,2,1,3,0,9,11,4,1,8
2840,1029,598318.5,3508195.5,2023,1,2,1,0,0,5,7,8,8,5,0,8,6,2,11,6,1,9,0,2,1,0,2,1,6,1,2,1,1,8,0,12,8,17,18,0
2847,1055,598396.5,3508174.5,2023,1,2,1,2,1,2,0,0,1,0,6,8,6,13,11,6,9,9,0,2,3,0,4,1,6,1,2,2,1,3,0,9,8,4,1,8
2831,1102,598537.5,3508222.5,2023,1,2,1,2,1,2,0,0,1,0,6,8,6,13,11,13,9,18,0,2,3,1,4,1,6,1,2,2,1,3,0,9,11,4,1,8
2842,1125,598606.5,3508189.5,2023,1,2,1,2,1,2,0,8,8,5,0,8,6,13,11,6,9,9,0,2,3,0,2,1,6,1,2,2,1,8,0,12,8,17,18,0
2835,1142,598657.5,3508210.5,2023,0,3,4,2,1,2,0,9,10,2,5,9,12,9,13,10,6,14,0,2,3,1,4,1,6,1,2,2,1,3,10,9,11,4,1,8
2837,1182,598777.5,3508204.5,2023,1,2,1,0,0,5,7,8,8,5,0,2,3,11,6,6,1,9,0,2,3,0,2,1,6,1,2,2,1,8,0,12,8,17,18,0
2839,1224,598903.5,3508198.5,2023,1,2,1,2,0,2,7,8,8,5,0,8,6,13,11,6,9,9,0,2,3,0,2,1,6,1,2,2,1,8,0,12,8,17,18,0
2831,1232,598927.5,3508222.5,2023,1,2,1,2,0,2,7,8,8,5,0,8,6,13,11,6,1,9,0,2,3,0,0,1,6,1,2,2,1,8,0,12,8,17,18,0
2842,1266,599029.5,3508189.5,2023,1,2,1,2,1,2,0,0,1,0,6,8,0,13,11,6,9,9,0,2,3,0,4,1,6,1,2,2,1,3,0,9,11,4,1,8
2829,1309,599158.5,3508228.5,2023,0,0,2,2,1,2,6,5,1,8,8,12,0,10,9,13,17,0,2,2,3,1,4,0,6,1,2,2,2,3,3,10,11,4,1,8
2828,1348,599275.5,3508231.5,2023,1,2,1,0,0,5,7,8,8,5,0,2,3,11,6,15,1,9,0,2,1,0,2,2,3,6,4,1,8,4,7,12,6,1,10,0
2843,1379,599368.5,3508186.5,2023,1,0,0,2,1,2,0,0,8,0,6,8,6,13,11,6,9,9,0,2,3,0,4,1,6,1,2,2,1,3,0,9,8,4,18,8
2837,1391,599404.5,3508204.5,2023,1,2,2,2,1,2,0,0,1,0,6,8,6,13,11,13,9,18,0,2,3,1,4,1,6,1,2,2,1,3,0,9,11,4,1,8
2842,1428,599515.5,3508189.5,2023,1,2,1,0,0,5,7,4,8,5,12,2,3,11,6,15,12,3,0,2,1,0,0,2,1,3,6,11,10,1,6,6,7,7,0,13
2843,1449,599578.5,3508186.5,2023,1,2,1,0,0,0,5,4,9,1,11,10,11,6,8,6,13,5,0,2,1,0,0,6,1,3,6,4,10,1,6,6,7,7,0,13
2848,1486,599689.5,3508171.5,2023,1,2,1,0,0,5,7,4,5,6,12,2,3,11,6,15,3,3,0,2,1,4,2,2,1,3,4,11,10,4,11,1,7,1,10,19
2836,1513,599770.5,3508207.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,11,6,3,3,3,0,2,1,4,2,2,3,6,0,8,4,4,11,1,6,1,4,19
2829,1558,599905.5,3508228.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,0,1,4,1,4,0,5,0,8,4,13,1,15,0,10,4,16
2831,1568,599935.5,3508222.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,3,16,3,3,3,0,2,1,4,2,2,3,6,0,8,4,4,1,15,0,10,4,16
2823,1618,600085.5,3508246.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,11,6,3,3,3,0,2,1,4,2,2,3,6,4,11,8,4,11,1,6,1,10,19
2849,1622,600097.5,3508168.5,2023,1,2,1,0,0,5,7,8,9,1,12,10,3,11,1,6,13,5,0,2,1,0,2,1,1,3,4,11,10,1,6,6,7,17,10,13
2845,1667,600232.5,3508180.5,2023,1,2,1,0,0,5,5,4,5,6,12,11,10,11,6,3,3,3,0,2,1,4,0,2,1,3,10,11,10,4,11,1,7,1,10,19
2828,1695,600316.5,3508231.5,2023,1,2,0,2,1,2,0,0,9,1,11,10,11,6,1,10,13,5,0,2,3,0,0,1,6,1,6,2,5,1,6,6,15,7,0,13
2824,1727,600412.5,3508243.5,2023,1,2,1,0,0,5,7,8,8,5,0,8,6,11,1,6,1,9,0,2,1,0,0,2,1,3,6,11,10,1,6,6,7,6,10,13
2844,1747,600472.5,3508183.5,2023,1,2,1,0,0,5,0,0,9,1,12,8,6,11,1,6,13,9,0,2,1,0,0,2,1,3,6,11,10,1,11,6,7,7,10,13
